name,seqid,value,gain
# diff of corresponding values in: 
# ../data/2018-04-25_GelGreen_50bpladder_replica2.csv
TU2,10,17545,HIGH
TU2,11,42,LOW
TU2,11,1021,MED
TU2,11,17597,HIGH
TU2,12,42,LOW
TU2,12,1022,MED
TU2,12,17642,HIGH
TU2,13,17690,HIGH
TU2,13,42,LOW
TU2,13,1026,MED
TU2,14,17741,HIGH
TU2,14,43,LOW
TU2,14,1029,MED
TU2,15,17767,HIGH
TU2,15,1032,MED
TU2,15,43,LOW
TU2,16,17828,HIGH
TU2,16,1034,MED
TU2,16,43,LOW
TU2,17,17870,HIGH
TU2,17,43,LOW
TU2,17,1038,MED
TU2,18,1039,MED
TU2,18,43,LOW
TU2,18,17896,HIGH
TU2,19,43,LOW
TU2,19,1043,MED
TU2,19,17951,HIGH
TU2,20,17990,HIGH
TU2,20,1043,MED
TU2,20,43,LOW
TU8,1,16,LOW
TU8,1,385,MED
TU8,1,6613,HIGH
TU8,2,6644,HIGH
TU8,2,16,LOW
TU8,2,386,MED
TU8,3,6667,HIGH
TU8,3,16,LOW
TU8,3,388,MED
TU8,4,6679,HIGH
TU8,4,389,MED
TU8,4,15,LOW
TU8,5,389,MED
TU8,5,16,LOW
TU8,5,6686,HIGH
TU8,6,6693,HIGH
TU8,6,390,MED
TU8,6,16,LOW
TU8,7,6697,HIGH
TU8,7,390,MED
TU8,7,16,LOW
TU8,8,6704,HIGH
TU8,8,16,LOW
TU8,8,390,MED
TU8,9,391,MED
TU8,9,15,LOW
TU8,9,6708,HIGH
TU8,10,390,MED
TU8,10,16,LOW
TU8,10,6712,HIGH
TU8,11,391,MED
TU8,11,15,LOW
TU8,11,6714,HIGH
TU8,12,16,LOW
TU8,12,391,MED
TU8,12,6716,HIGH
TU8,13,6718,HIGH
TU8,13,391,MED
TU8,13,17,LOW
TU8,14,6719,HIGH
TU8,14,17,LOW
TU8,14,391,MED
TU8,15,17,LOW
TU8,15,391,MED
TU8,15,6721,HIGH
TU8,16,6723,HIGH
TU8,16,391,MED
TU8,16,16,LOW
TU8,17,16,LOW
TU8,17,392,MED
TU8,17,6724,HIGH
TU8,18,6724,HIGH
TU8,18,17,LOW
TU8,18,392,MED
TU8,19,6727,HIGH
TU8,19,17,LOW
TU8,19,391,MED
TU8,20,391,MED
TU8,20,17,LOW
TU8,20,6727,HIGH
TU4,1,16,LOW
TU4,1,382,MED
TU4,1,6523,HIGH
TU4,2,6562,HIGH
TU4,2,15,LOW
TU4,2,384,MED
TU4,3,16,LOW
TU4,3,384,MED
TU4,3,6585,HIGH
TU4,4,386,MED
TU4,4,16,LOW
TU4,4,6602,HIGH
TU4,5,6616,HIGH
TU4,5,16,LOW
TU4,5,386,MED
TU4,6,6622,HIGH
TU4,6,16,LOW
TU4,6,387,MED
TU4,7,15,LOW
TU4,7,388,MED
TU4,7,6636,HIGH
TU4,8,6644,HIGH
TU4,8,16,LOW
TU4,8,388,MED
TU4,9,6647,HIGH
TU4,9,388,MED
TU4,9,16,LOW
TU4,10,6658,HIGH
TU4,10,16,LOW
TU4,10,389,MED
TU4,11,15,LOW
TU4,11,390,MED
TU4,11,6663,HIGH
TU4,12,6669,HIGH
TU4,12,390,MED
TU4,12,16,LOW
TU4,13,6673,HIGH
TU4,13,16,LOW
TU4,13,389,MED
TU4,14,16,LOW
TU4,14,390,MED
TU4,14,6673,HIGH
TU4,15,16,LOW
TU4,15,389,MED
TU4,15,6681,HIGH
TU4,16,16,LOW
TU4,16,390,MED
TU4,16,6685,HIGH
TU4,17,6689,HIGH
TU4,17,390,MED
TU4,17,16,LOW
TU4,18,6691,HIGH
TU4,18,390,MED
TU4,18,16,LOW
TU4,19,17,LOW
TU4,19,390,MED
TU4,19,6694,HIGH
TU4,20,15,LOW
TU4,20,391,MED
TU4,20,6697,HIGH
TU7,1,6107,HIGH
TU7,1,15,LOW
TU7,1,356,MED
TU7,2,6137,HIGH
TU7,2,357,MED
TU7,2,15,LOW
TU7,3,6152,HIGH
TU7,3,14,LOW
TU7,3,358,MED
TU7,4,15,LOW
TU7,4,360,MED
TU7,4,6161,HIGH
TU7,5,14,LOW
TU7,5,360,MED
TU7,5,6170,HIGH
TU7,6,6174,HIGH
TU7,6,359,MED
TU7,6,15,LOW
TU7,7,15,LOW
TU7,7,360,MED
TU7,7,6177,HIGH
TU7,8,15,LOW
TU7,8,361,MED
TU7,8,6182,HIGH
TU7,9,15,LOW
TU7,9,360,MED
TU7,9,6184,HIGH
TU7,10,14,LOW
TU7,10,360,MED
TU7,10,6186,HIGH
TU7,11,6188,HIGH
TU7,11,360,MED
TU7,11,15,LOW
TU7,12,6190,HIGH
TU7,12,15,LOW
TU7,12,361,MED
TU7,13,6192,HIGH
TU7,13,14,LOW
TU7,13,360,MED
TU7,14,6192,HIGH
TU7,14,360,MED
TU7,14,15,LOW
TU7,15,15,LOW
TU7,15,362,MED
TU7,15,6194,HIGH
TU7,16,6195,HIGH
TU7,16,14,LOW
TU7,16,362,MED
TU7,17,15,LOW
TU7,17,362,MED
TU7,17,6195,HIGH
TU7,18,14,LOW
TU7,18,361,MED
TU7,18,6196,HIGH
TU7,19,362,MED
TU7,19,14,LOW
TU7,19,6197,HIGH
TU7,20,6197,HIGH
TU7,20,361,MED
TU7,20,15,LOW
TU1,1,72,LOW
TU1,1,1713,MED
TU1,1,29489,HIGH
TU1,2,1717,MED
TU1,2,72,LOW
TU1,2,29604,HIGH
TU1,3,71,LOW
TU1,3,1720,MED
TU1,3,29642,HIGH
TU1,4,71,LOW
TU1,4,1721,MED
TU1,4,29659,HIGH
TU1,5,29667,HIGH
TU1,5,72,LOW
TU1,5,1720,MED
TU1,6,72,LOW
TU1,6,1720,MED
TU1,6,29663,HIGH
TU1,7,29663,HIGH
TU1,7,1721,MED
TU1,7,72,LOW
TU1,8,72,LOW
TU1,8,1721,MED
TU1,8,29663,HIGH
TU1,9,29621,HIGH
TU1,9,72,LOW
TU1,9,1720,MED
TU1,10,1719,MED
TU1,10,72,LOW
TU1,10,29663,HIGH
TU1,11,72,LOW
TU1,11,1719,MED
TU1,11,29627,HIGH
TU1,12,29620,HIGH
TU1,12,72,LOW
TU1,12,1718,MED
TU1,13,29608,HIGH
TU1,13,72,LOW
TU1,13,1716,MED
TU1,14,29602,HIGH
TU1,14,72,LOW
TU1,14,1713,MED
TU1,15,1715,MED
TU1,15,72,LOW
TU1,15,29586,HIGH
TU1,16,29566,HIGH
TU1,16,1714,MED
TU1,16,72,LOW
TU1,17,29558,HIGH
TU1,17,72,LOW
TU1,17,1713,MED
TU1,18,72,LOW
TU1,18,1714,MED
TU1,18,29554,HIGH
TU1,19,29525,HIGH
TU1,19,72,LOW
TU1,19,1711,MED
TU1,20,72,LOW
TU1,20,1710,MED
TU1,20,29509,HIGH
