name,seqid,value,gain
# Integration time: 400ms
# Taking 20 measurements each
# Captured with the code version:
# https://github.com/diy-fluorometer/aolw2018-capetown/tree/master/code/gainTest, commit 1150cda
# All samples had a volume of 50ul. All samples had 10ul of dye stock,
# prepared by mixing 1ul of GelGreen 10000X and 99ul of water.
# DNA used was BIORON 50bp DNA ladder (free of loading dye)
# Samples were diluted with bottled water.
# Samples had already been sitting for 24 hours.
# The 56 Ohm resistor was removed from the LED
# DNA concentrations:
# TU1: 160    ug/ml
# TU2:  80    ug/ml
# TU3:  40    ug/ml
# TU4:  20    ug/ml
# TU5:  10    ug/ml
# TU6:   5    ug/ml
# TU7:   2.5  ug/ml
# TU8:   1.25 ug/ml
TU3,20,32,LOW
TU4,1,7883,HIGH
TU4,1,461,MED
TU4,1,19,LOW
TU4,2,7929,HIGH
TU4,2,463,MED
TU4,2,18,LOW
TU4,3,7955,HIGH
TU4,3,464,MED
TU4,3,19,LOW
TU4,4,7974,HIGH
TU4,4,465,MED
TU4,4,19,LOW
TU4,5,7990,HIGH
TU4,5,466,MED
TU4,5,19,LOW
TU4,6,7998,HIGH
TU4,6,467,MED
TU4,6,19,LOW
TU4,7,8014,HIGH
TU4,7,468,MED
TU4,7,19,LOW
TU4,8,8023,HIGH
TU4,8,468,MED
TU4,8,19,LOW
TU4,9,8028,HIGH
TU4,9,468,MED
TU4,9,19,LOW
TU4,10,8040,HIGH
TU4,10,469,MED
TU4,10,19,LOW
TU4,11,8047,HIGH
TU4,11,470,MED
TU4,11,19,LOW
TU4,12,8054,HIGH
TU4,12,470,MED
TU4,12,19,LOW
TU4,13,8059,HIGH
TU4,13,469,MED
TU4,13,19,LOW
TU4,14,8061,HIGH
TU4,14,470,MED
TU4,14,19,LOW
TU4,15,8070,HIGH
TU4,15,470,MED
TU4,15,19,LOW
TU4,16,8075,HIGH
TU4,16,471,MED
TU4,16,19,LOW
TU4,17,8080,HIGH
TU4,17,471,MED
TU4,17,19,LOW
TU4,18,8083,HIGH
TU4,18,471,MED
TU4,18,19,LOW
TU4,19,8087,HIGH
TU4,19,471,MED
TU4,19,20,LOW
TU4,20,8091,HIGH
TU4,20,472,MED
TU4,20,19,LOW
TU5,1,7361,HIGH
TU5,1,428,MED
TU5,1,17,LOW
TU5,2,7400,HIGH
TU5,2,429,MED
TU5,2,17,LOW
TU5,3,7420,HIGH
TU5,3,431,MED
TU5,3,17,LOW
TU5,4,7432,HIGH
TU5,4,431,MED
TU5,4,18,LOW
TU5,5,7442,HIGH
TU5,5,432,MED
TU5,5,18,LOW
TU5,6,7449,HIGH
TU5,6,433,MED
TU5,6,18,LOW
TU5,7,7455,HIGH
TU5,7,433,MED
TU5,7,18,LOW
TU5,8,7461,HIGH
TU5,8,433,MED
TU5,8,18,LOW
TU5,9,7465,HIGH
TU5,9,432,MED
TU5,9,18,LOW
TU5,10,7469,HIGH
TU5,10,434,MED
TU5,10,18,LOW
TU5,11,7468,HIGH
TU5,11,434,MED
TU5,11,18,LOW
TU5,12,7475,HIGH
TU5,12,434,MED
TU5,12,18,LOW
TU5,13,7478,HIGH
TU5,13,434,MED
TU5,13,18,LOW
TU5,14,7480,HIGH
TU5,14,434,MED
TU5,14,18,LOW
TU5,15,7484,HIGH
TU5,15,435,MED
TU5,15,18,LOW
TU5,16,7482,HIGH
TU5,16,435,MED
TU5,16,18,LOW
TU5,17,7488,HIGH
TU5,17,435,MED
TU5,17,18,LOW
