name,seqid,value,gain
# Integration time: 400ms
# Taking 20 measurements each
# Captured with the code version:
# https://github.com/diy-fluorometer/aolw2018-capetown/tree/master/code/gainTest, commit 1150cda
# All samples had a volume of 50ul. All samples had 10ul of dye stock,
# prepared by mixing 1ul of GelGreen 10000X and 99ul of water.
# DNA used in the MS sample was extracted from Robert's mouth swab with QuickExtract
# 300ul of QE + four mouth swabs
# TU1, TU3, TU4 and ctrl_dye_water were from previous experiment
# emptybox, ctrl_dye_water, ctrl_dye_qe, TU1, TU3, TU4, MS2
# started at 17:19pm
# CHANGED THE FILTERS from acrylic 510nm to dichroic + glass
TU2,6,527,MED
TU2,6,22,LOW
TU2,7,9070,HIGH
TU2,7,528,MED
TU2,7,22,LOW
TU2,8,9079,HIGH
TU2,8,528,MED
TU2,8,22,LOW
TU2,9,9082,HIGH
TU2,9,529,MED
TU2,9,22,LOW
TU2,10,9089,HIGH
TU2,10,529,MED
TU2,10,21,LOW
TU2,11,9093,HIGH
TU2,11,529,MED
TU2,11,22,LOW
TU2,12,9103,HIGH
TU2,12,530,MED
TU2,12,22,LOW
TU2,13,9108,HIGH
TU2,13,530,MED
TU2,13,22,LOW
TU2,14,9110,HIGH
TU2,14,530,MED
TU2,14,22,LOW
TU2,15,9116,HIGH
TU2,15,530,MED
TU2,15,22,LOW
TU2,16,9118,HIGH
TU2,16,530,MED
TU2,16,22,LOW
TU2,17,9122,HIGH
TU2,17,530,MED
TU2,17,22,LOW
TU2,18,9122,HIGH
TU2,18,531,MED
TU2,18,22,LOW
TU2,19,9126,HIGH
TU2,19,530,MED
TU2,19,22,LOW
TU2,20,9129,HIGH
TU2,20,531,MED
TU2,20,22,LOW
TU3,1,3783,HIGH
TU3,1,220,MED
TU3,1,9,LOW
TU3,2,3799,HIGH
TU3,2,221,MED
TU3,2,9,LOW
TU3,3,3808,HIGH
TU3,3,221,MED
TU3,3,9,LOW
TU3,4,3814,HIGH
TU3,4,222,MED
TU3,4,9,LOW
TU3,5,3822,HIGH
TU3,5,221,MED
TU3,5,9,LOW
TU3,6,3828,HIGH
TU3,6,223,MED
TU3,6,9,LOW
TU3,7,3833,HIGH
TU3,7,223,MED
TU3,7,9,LOW
TU3,8,3839,HIGH
TU3,8,222,MED
TU3,8,9,LOW
TU3,9,3844,HIGH
TU3,9,223,MED
TU3,9,9,LOW
TU3,10,3849,HIGH
TU3,10,224,MED
TU3,10,9,LOW
TU3,11,3851,HIGH
TU3,11,224,MED
TU3,11,9,LOW
TU3,12,3858,HIGH
TU3,12,224,MED
TU3,12,9,LOW
TU3,13,3862,HIGH
TU3,13,224,MED
TU3,13,9,LOW
TU3,14,3866,HIGH
TU3,14,224,MED
TU3,14,9,LOW
TU3,15,3866,HIGH
TU3,15,225,MED
TU3,15,9,LOW
TU3,16,3873,HIGH
TU3,16,225,MED
TU3,16,9,LOW
TU3,17,3876,HIGH
TU3,17,225,MED
TU3,17,9,LOW
TU3,18,3880,HIGH
TU3,18,225,MED
TU3,18,9,LOW
TU3,19,3883,HIGH
TU3,19,226,MED
TU3,19,9,LOW
TU3,20,3887,HIGH
TU3,20,226,MED
TU3,20,9,LOW
TU4,1,31286,MAX
TU4,1,1360,HIGH
TU4,1,79,MED
TU4,1,3,LOW
TU4,2,31530,MAX
TU4,2,1367,HIGH
TU4,2,79,MED
TU4,2,3,LOW
TU4,3,31604,MAX
TU4,3,1370,HIGH
TU4,3,80,MED
TU4,3,3,LOW
TU4,4,31671,MAX
TU4,4,1372,HIGH
TU4,4,79,MED
TU4,4,3,LOW
TU4,5,31722,MAX
TU4,5,1374,HIGH
TU4,5,80,MED
TU4,5,3,LOW
TU4,6,31759,MAX
TU4,6,1376,HIGH
TU4,6,80,MED
TU4,6,3,LOW
TU4,7,31790,MAX
TU4,7,1378,HIGH
TU4,7,80,MED
TU4,7,4,LOW
TU4,8,31831,MAX
TU4,8,1379,HIGH
TU4,8,80,MED
TU4,8,3,LOW
TU4,9,31882,MAX
TU4,9,1381,HIGH
TU4,9,80,MED
TU4,9,3,LOW
TU4,10,31911,MAX
TU4,10,1382,HIGH
TU4,10,80,MED
TU4,10,3,LOW
TU4,11,31955,MAX
TU4,11,1384,HIGH
TU4,11,80,MED
TU4,11,4,LOW
TU4,12,31963,MAX
TU4,12,1385,HIGH
TU4,12,80,MED
TU4,12,3,LOW
TU4,13,32004,MAX
TU4,13,1386,HIGH
TU4,13,80,MED
TU4,13,3,LOW
TU4,14,32033,MAX
TU4,14,1388,HIGH
TU4,14,80,MED
TU4,14,3,LOW
TU4,15,32063,MAX
TU4,15,1389,HIGH
TU4,15,81,MED
TU4,15,3,LOW
TU4,16,32099,MAX
TU4,16,1390,HIGH
TU4,16,81,MED
TU4,16,3,LOW
TU4,17,32115,MAX
TU4,17,1391,HIGH
TU4,17,81,MED
TU4,17,3,LOW
TU4,18,32127,MAX
TU4,18,1392,HIGH
TU4,18,81,MED
TU4,18,3,LOW
TU4,19,32168,MAX
TU4,19,1393,HIGH
TU4,19,81,MED
TU4,19,3,LOW
TU4,20,32185,MAX
TU4,20,1394,HIGH
TU4,20,81,MED
TU4,20,4,LOW
TU5,1,16841,MAX
TU5,1,733,HIGH
TU5,1,42,MED
TU5,1,2,LOW
TU5,2,17007,MAX
TU5,2,736,HIGH
TU5,2,43,MED
TU5,2,1,LOW
TU5,3,17048,MAX
TU5,3,738,HIGH
TU5,3,43,MED
TU5,3,2,LOW
TU5,4,17069,MAX
TU5,4,740,HIGH
TU5,4,43,MED
TU5,4,1,LOW
TU5,5,17100,MAX
TU5,5,741,HIGH
TU5,5,42,MED
TU5,5,1,LOW
TU5,6,17121,MAX
TU5,6,741,HIGH
TU5,6,43,MED
TU5,6,2,LOW
TU5,7,17133,MAX
