# 23.04.2018
# NOTE: THIS IS INVALID DATA. There was a bug in the code where I was messing with
# the SDA pin
# Two-fold dilution series with text marker and tap water
# Twenty values recorded for each sample
# Each tube has 50ul
# Modified the sample holder by painting it all black inside using an Edding
#
# S1 100ul US
# S2 50ul water + 50ul S1
# S3 50ul water + 50ul S2
# S4 50ul water + 50ul S3
# S5 50ul water + 50ul S4
# S6 50ul water + 50ul S5
# S7 50ul water + 50ul S6
# S8
# S9
# S10
# S11
# S12
# S13
# S14
# S14
# S16
emptybox,1,0
emptybox,2,1119
emptybox,3,1121
emptybox,4,1127
emptybox,5,1123
emptybox,6,1128
emptybox,7,1121
emptybox,8,1128
emptybox,9,1122
emptybox,10,1128
emptybox,11,1123
emptybox,12,1121
emptybox,13,1124
emptybox,14,1124
emptybox,15,1124
emptybox,16,1128
emptybox,17,1122
emptybox,18,1122
emptybox,19,1123
emptybox,20,1122
water50ul,1,14146
water50ul,2,14143
water50ul,3,14143
water50ul,4,14147
water50ul,5,14143
water50ul,6,14142
water50ul,7,14147
water50ul,8,14148
water50ul,9,14150
water50ul,10,14146
water50ul,11,14148
water50ul,12,14150
water50ul,13,14139
water50ul,14,14143
water50ul,15,14148
water50ul,16,14147
water50ul,17,14147
water50ul,18,14147
water50ul,19,14149
water50ul,20,14149
emptytube,1,28993
emptytube,2,28996
emptytube,3,28994
emptytube,4,28990
emptytube,5,28991
emptytube,6,28992
emptytube,7,29000
emptytube,8,29009
emptytube,9,29009
emptytube,10,28996
emptytube,11,29002
emptytube,12,28995
emptytube,13,28985
emptytube,14,29014
emptytube,15,29010
emptytube,16,29013
emptytube,17,29011
emptytube,18,29015
emptytube,19,29023
emptytube,20,29027
S6,1,90022
S6,2,89999
S6,3,90022
S6,4,90045
S6,5,90068
S6,6,90091
S6,7,90091
S6,8,90091
S6,9,90114
S6,10,90160
S6,11,90160
S6,12,90160
S6,13,90137
S6,14,90160
S6,15,90206
S6,16,90229
S6,17,90229
S6,18,90252
S6,19,90252
S6,20,90183
S7,1,82386
S7,2,82386
S7,3,82386
S7,4,82386
S7,5,82386
S7,6,82363
S7,7,82363
S7,8,82363
S7,9,82340
S7,10,82340
S7,11,82363
S7,12,82294
S7,13,82340
S7,14,82363
S7,15,82363
S7,16,82363
S7,17,82340
S7,18,82294
S7,19,82340
S7,20,82340
S8,1,68425
S8,2,68402
S8,3,68425
S8,4,68425
S8,5,68425
S8,6,68425
S8,7,68425
S8,8,68425
S8,9,68425
S8,10,68425
S8,11,68425
S8,12,68425
S8,13,68425
S8,14,68425
S8,15,68425
S8,16,68425
S8,17,68425
S8,18,68425
S8,19,68425
S8,20,68425
S9,1,56461
S9,2,56441
S9,3,56455
S9,4,56457
S9,5,56457
S9,6,56444
S9,7,56453
S9,8,56418
S9,9,56393
S9,10,56450
S9,11,56430
S9,12,56450
S9,13,56451
S9,14,56447
S9,15,56455
S9,16,56452
S9,17,56458
S9,18,56462
S9,19,56452
S9,20,56460
S10,1,42161
S10,2,42147
S10,3,42142
S10,4,42139
S10,5,42142
S10,6,42142
S10,7,42139
S10,8,42144
S10,9,42154
S10,10,42154
S10,11,42146
S10,12,42153
S10,13,42144
S10,14,42158
S10,15,42157
S10,16,42162
S10,17,42171
S10,18,42163
S10,19,42151
S10,20,42158
S11,1,30437
S11,2,30453
S11,3,30447
S11,4,30451
S11,5,30453
S11,6,30455
S11,7,30454
S11,8,30467
S11,9,30452
S11,10,30454
S11,11,30456
S11,12,30459
S11,13,30458
S11,14,30453
S11,15,30429
S11,16,30458
S11,17,30450
S11,18,30449
S11,19,30447
S11,20,30449
S12,1,23055
S12,2,23065
S12,3,23062
S12,4,23057
S12,5,23060
S12,6,23057
S12,7,23060
S12,8,23060
S12,9,23058
S12,10,23052
S12,11,23055
S12,12,23057
S12,13,23059
S12,14,23052
S12,15,23039
S12,16,23051
S12,17,23050
S12,18,23057
S12,19,23052
S12,20,23049
S13,1,20452
S13,2,20444
S13,3,20447
S13,4,20448
S13,5,20451
S13,6,20445
S13,7,20447
S13,8,20444
S13,9,20446
S13,10,20442
S13,11,20450
S13,12,20444
S13,13,20439
S13,14,20445
S13,15,20435
S13,16,20443
S13,17,20444
S13,18,20432
S13,19,20448
S13,20,20445
S14,1,16639
S14,2,16641
S14,3,16644
S14,4,16644
S14,5,16644
S14,6,16642
S14,7,16647
S14,8,16649
S14,9,16648
S14,10,16649
S14,11,16638
S14,12,16634
S14,13,16647
S14,14,16647
S14,15,16650
S14,16,16648
S14,17,16645
S14,18,16650
S14,19,16646
S14,20,16645
S15,1,17264
S15,2,17272
S15,3,17271
S15,4,17268
S15,5,17258
S15,6,17259
S15,7,17254
S15,8,17251
S15,9,17243
S15,10,17236
S15,11,17231
S15,12,17228
S15,13,17214
S15,14,17206
S15,15,17185
S15,16,17196
S15,17,17191
S15,18,17185
S15,19,17183
S15,20,17176
S16,1,14565
S16,2,14565
S16,3,14565
S16,4,14559
S16,5,14553
S16,6,14558
S16,7,14562
S16,8,14561
S16,9,14553
S16,10,14560
S16,11,14560
S16,12,14558
S16,13,14560
S16,14,14557
S16,15,14558
S16,16,14556
S16,17,14559
S16,18,14555
S16,19,14558
S16,20,14554
