name,seqid,value,gain
S14,10,14285,HIGH
S14,10,829,MED
S14,10,34,LOW
S15,1,9100,HIGH
S15,1,530,MED
S15,1,22,LOW
S15,2,9144,HIGH
S15,2,533,MED
S15,2,22,LOW
S15,3,9165,HIGH
S15,3,533,MED
S15,3,22,LOW
S15,4,9179,HIGH
S15,4,535,MED
S15,4,22,LOW
S15,5,9188,HIGH
S15,5,535,MED
S15,5,22,LOW
S15,6,9196,HIGH
S15,6,535,MED
S15,6,21,LOW
S15,7,9196,HIGH
S15,7,536,MED
S15,7,22,LOW
S15,8,9207,HIGH
S15,8,536,MED
S15,8,22,LOW
S15,9,9213,HIGH
S15,9,535,MED
S15,9,22,LOW
S15,10,9213,HIGH
S15,10,536,MED
S15,10,22,LOW
S16,1,7965,HIGH
S16,1,466,MED
S16,1,19,LOW
S16,2,8001,HIGH
S16,2,468,MED
S16,2,19,LOW
S16,3,8014,HIGH
S16,3,469,MED
S16,3,19,LOW
S16,4,8022,HIGH
S16,4,469,MED
S16,4,19,LOW
S16,5,8027,HIGH
S16,5,468,MED
S16,5,19,LOW
S16,6,8033,HIGH
S16,6,469,MED
S16,6,19,LOW
S16,7,8033,HIGH
S16,7,469,MED
S16,7,19,LOW
S16,8,8037,HIGH
S16,8,468,MED
S16,8,19,LOW
S16,9,8040,HIGH
S16,9,470,MED
S16,9,19,LOW
S16,10,8042,HIGH
S16,10,470,MED
S16,10,19,LOW
